"Date ","Symbol ","Security Name ","Quantity "
"01-JAN-2026","GROWW","BILLIONBRAINS GARAGE VN L","5"
"01-JAN-2026","HAL","HINDUSTAN AERONAUTICS LTD","62"
"01-JAN-2026","HCLTECH","HCL TECHNOLOGIES LTD","2"
"01-JAN-2026","HFCL","HIMACHAL FUTURISTIC COMMUNICATIONS LIMITED","100"
"01-JAN-2026","HINDPETRO","HINDUSTAN PETROLEUM CORP","100"
"01-JAN-2026","HINDUNILVR","HINDUSTAN UNILEVER LTD.","7,500"
"01-JAN-2026","HINDZINC","HINDUSTAN ZINC LIMITED","228"
"01-JAN-2026","HUDCO","HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED","1,019"
"01-JAN-2026","ICICIBANK","ICICI BANK LTD.","336"
"01-JAN-2026","IDEA","IDEA CELLULAR LIMITED","3,569"
"01-JAN-2026","IDFCFIRSTB","IDFC FIRST BANK LIMI","2,498"
"01-JAN-2026","INDIANB","INDIAN BANK","5"
"01-JAN-2026","INDUSTOWER","INDUS","1,136"
"01-JAN-2026","IOC","INDIAN OIL CORP LTD","1,500"
"01-JAN-2026","IRFC","IRFC","1,834"
"01-JAN-2026","ITC","ITC LTD","120"
"01-JAN-2026","KEI","KEI INDUSTRIES LTD.      ","25"
"01-JAN-2026","KIRIINDUS","KIRIINDUS","25,047"
"01-JAN-2026","KOTAKBANK","KOTAK MAHINDRA BANK LTD","10"
"01-JAN-2026","LICI","LIFE INSURA CORP OF INDIA","276"
"01-JAN-2026","LTIM","LTIMINDTREE LIMITED","7"
"01-JAN-2026","LUMAXTECH","LUMAX AUTO TECH LTD","150"
"01-JAN-2026","MARUTI","MARUTI SUZUKI INDIA LTD.","12"
"01-JAN-2026","MASPTOP50","MIRAEAMC - MASPTOP50","140"
"01-JAN-2026","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","32"
"01-JAN-2026","MEDPLUS","MEDPLUS HEALTH SERV LTD","1"
"01-JAN-2026","MOSCHIP","MOSCHIP TECHNOLOGIES LTD","2"
"01-JAN-2026","NATIONALUM","NATIONAL ALUMINIUM CO LTD","128"
"01-JAN-2026","NBCC","NATIONAL BUILDINGS LTD   ","5,593"
"01-JAN-2026","NHPC","NHPC LTD","1,504"
"01-JAN-2026","NMDC","NMDC LTD.","2"
"01-JAN-2026","ONGC","OIL AND NATURAL GAS CORP.","1"
"01-JAN-2026","PARAGMILK","PARAG MILK FOODS LTD.   ","1"
"01-JAN-2026","PFC","POWER FIN CORP LTD.","1,750"
"01-JAN-2026","PHOENIXLTD","THE PHOENIX MILLS LIMITED","143"
"01-JAN-2026","PNB","PUNJAB NATIONAL BANK","103"
"01-JAN-2026","PNBHOUSING","PNB HOUSING FIN LTD.   ","120"
"01-JAN-2026","PPLPHARMA","PIRAMAL PHARMA LIMITED","2,494"
"01-JAN-2026","RAJESHEXPO","RAJESH EXPORTS LTD","51"
"01-JAN-2026","RAYMONDLSL","RAYMOND LIFESTYLE LIMITED","3"
"01-JAN-2026","RECLTD","RURAL ELEC CORP. LTD.","1,000"
"01-JAN-2026","REFEX","REFEX INDUSTRIES LIMITED","50"
"01-JAN-2026","RELIANCE","RELIANCE INDUSTRIES LTD","189"
"01-JAN-2026","RVNL","RVNL","693"
"01-JAN-2026","SAIL","STEEL AUTHORITY OF INDIA","1,000"
"01-JAN-2026","SAMMAANCAP","SAMMAAN CAPITAL LIMITED","852"
"01-JAN-2026","SBCL","SHIVALIK BIMETAL CON. LTD","1"
"01-JAN-2026","SBIN","STATE BANK OF INDIA","2"
"01-JAN-2026","SHRIRAMFIN","SHRIRAM FINANCE LIMITED","8"
"01-JAN-2026","SJS","SJS ENTERPRISES LIMITED","20"
"01-JAN-2026","SUNTECK","SUNTECK REALTY LIMITED","5"
"01-JAN-2026","TATAPOWER","TATA POWER CO LTD","34"
"01-JAN-2026","TATATECH","TATA TECHNOLOGIES LIMITED","1,447"
"01-JAN-2026","TDPOWERSYS","TD POWER SYSTEMS LTD.","197"
"01-JAN-2026","TEGA","TEGA INDUSTRIES LIMITED","16"
"01-JAN-2026","TORNTPOWER","TORRENT POWER LTD","180"
"01-JAN-2026","TVSMOTOR","TVS MOTOR COMPANY  LTD","1"
"01-JAN-2026","UPL","UPL LIMITED","51"
"01-JAN-2026","VEDL","VEDANTA LIMITED","20"
"01-JAN-2026","VOLTAS","VOLTAS LTD","100"
"02-JAN-2026","AARTIIND","AARTI INDUSTRIES LTD","100"
"02-JAN-2026","ADANIENT","ADANI ENTERPRISES LIMITED","24"
"02-JAN-2026","ADANIGREEN","ADANI GREEN ENERGY LTD","133"
"02-JAN-2026","ANGELONE","ANGEL ONE LTD","155"
"02-JAN-2026","APLAPOLLO","APL APOLLO TUBES LTD","5"
"02-JAN-2026","APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LIMITED","2,947"
"02-JAN-2026","AUROPHARMA","AUROBINDO PHARMA LTD","27"
"02-JAN-2026","AVANTEL","AVANTEL LIMITED","1"
"02-JAN-2026","AXISBANK","AXIS BANK LIMITED","200"
"02-JAN-2026","BAJAJ-AUTO","BAJAJ AUTO LIMITED","10,960"
"02-JAN-2026","BANKBARODA","BANK OF BARODA","49"
"02-JAN-2026","BANKINDIA","BANK OF INDIA","777"
"02-JAN-2026","BDL","BHARAT DYNAMICS LIMITED","4"
"02-JAN-2026","BECTORFOOD","MRS BECTORS FOOD SPE LTD","1"
"02-JAN-2026","BEL","BHARAT ELECTRONICS LTD","1"
"02-JAN-2026","BLS","BLS INTL SERVS LTD","300"
"02-JAN-2026","BOSCHLTD","BOSCH LIMITED","12"
"02-JAN-2026","BSE","BSE LIMITED","159"
"02-JAN-2026","CAMS","COMPUTER AGE MGMT SER LTD","297"
"02-JAN-2026","CANBK","CANARA BANK","907"
"02-JAN-2026","CCL","CCL PRODUCTS (I) LTD     ","50"
"02-JAN-2026","CESC","CESC LTD","10"
"02-JAN-2026","CIPLA","CIPLA LTD","38"
"02-JAN-2026","COALINDIA","COALINDIA","2,261"
"02-JAN-2026","CUPID","CUPID LIMITED","256"
"02-JAN-2026","DABUR","DABUR INDIA LTD","2"
"02-JAN-2026","DBL","DILIP BUILDCON LIMITED","1"
"02-JAN-2026","DIXON","DIXON TECHNO (INDIA) LTD","5"
"02-JAN-2026","ELECON","ELECON ENG. CO. LTD","10"
"02-JAN-2026","EMBDL","EQUINOX INDIA DEV LTD","61"
"02-JAN-2026","EQUITASBNK","EQUITASBNK","5,000"
"02-JAN-2026","GRASIM","GRASIM INDUSTRIES LTD","12"
"02-JAN-2026","HAL","HINDUSTAN AERONAUTICS LTD","64"
"02-JAN-2026","HEROMOTOCO","HERO MOTOCORP LTD","900"
"02-JAN-2026","HINDALCO","HINDALCO  INDUSTRIES  LTD","92"
"02-JAN-2026","HINDCOPPER","HINDUSTAN COPPER LIMITED","1"
"02-JAN-2026","HINDUNILVR","HINDUSTAN UNILEVER LTD.","18,000"
"02-JAN-2026","HINDZINC","HINDUSTAN ZINC LIMITED","97"
"02-JAN-2026","HUDCO","HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED","524"
"02-JAN-2026","IDBI","IDBI Bank Limited","104"
"02-JAN-2026","IDEA","IDEA CELLULAR LIMITED","12,839"
"02-JAN-2026","IEX","INDIAN ENERGY EXCHANGE LIMITED","526"
"02-JAN-2026","IFCI","IFCI LTD","3"
"02-JAN-2026","IIFL","IIFL HOLDINGS LIMITED","1"
"02-JAN-2026","INDHOTEL","THE INDIAN HOTELS CO. LTD","152"
"02-JAN-2026","INDUSTOWER","INDUS","401"
"02-JAN-2026","INFY","INFOSYS TECHNOLOGIES LTD","20"
"02-JAN-2026","IOC","INDIAN OIL CORP LTD","1,360"
"02-JAN-2026","IREDA","INDIAN RENEWABLE ENERGY","1,328"
"02-JAN-2026","IRFC","IRFC","937"
"02-JAN-2026","IXIGO","LE TRAVENUES TECHNOLOGY L","13"
"02-JAN-2026","JINDALSTEL","JINDAL STEEL & POWER LTD","709"
"02-JAN-2026","JWL","JUPITER WAGONS LIMITED","1"
"02-JAN-2026","KALYANKJIL","KALYAN JEWELLERS IND LTD","41"
"02-JAN-2026","KIRIINDUS","KIRIINDUS","5,700"
"02-JAN-2026","KOTAKBANK","KOTAK MAHINDRA BANK LTD","25"
"02-JAN-2026","LICI","LIFE INSURA CORP OF INDIA","522"
"02-JAN-2026","M&M","MAHINDRA & MAHINDRA LTD","10"
"02-JAN-2026","MAFANG","MIRAEAMC - MAFANG","31"
"02-JAN-2026","MARUTI","MARUTI SUZUKI INDIA LTD.","40"
"02-JAN-2026","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","592"
"02-JAN-2026","MSUMI","MOTHERSON SUMI WRNG IND L","500"
"02-JAN-2026","NBCC","NATIONAL BUILDINGS LTD   ","4,240"
"02-JAN-2026","NHPC","NHPC LTD","3,237"
"02-JAN-2026","NMDC","NMDC LTD.","240"
"02-JAN-2026","NTPC","NTPC LTD","100"
"02-JAN-2026","NUVAMA","NUVAMA WEALTH MANAGE LTD","26"
"02-JAN-2026","NUVOCO","NUVOCO VISTAS CORP LTD","10"
"02-JAN-2026","OFSS","Oracle Financial Services Software Limited","8"
"02-JAN-2026","OLAELEC","OLA ELECTRIC MOBILITY LTD","350"
"02-JAN-2026","OLECTRA","OLECTRA GREENTECH LIMITED","900"
"02-JAN-2026","PAYTM","ONE 97 COMMUNICATIONS LTD","21"
"02-JAN-2026","PCJEWELLER","PC JEWELLER LTD          ","362"
"02-JAN-2026","PFC","POWER FIN CORP LTD.","200"
"02-JAN-2026","PHOENIXLTD","THE PHOENIX MILLS LIMITED","60"
"02-JAN-2026","PNB","PUNJAB NATIONAL BANK","185"
"02-JAN-2026","PNBHOUSING","PNB HOUSING FIN LTD.   ","20"
"02-JAN-2026","POWERINDIA","ABB POWER PRO N SYS IND L","60"
"02-JAN-2026","RBLBANK","RBL BANK LIMITED    ","200"
"02-JAN-2026","RECLTD","RURAL ELEC CORP. LTD.","310"
"02-JAN-2026","RELIANCE","RELIANCE INDUSTRIES LTD","1"
"02-JAN-2026","RVNL","RVNL","317"
"02-JAN-2026","SAGILITY","SAGILITY INDIA LIMITED","1"
"02-JAN-2026","SAIL","STEEL AUTHORITY OF INDIA","2,154"
"02-JAN-2026","SAMMAANCAP","SAMMAAN CAPITAL LIMITED","1,811"
"02-JAN-2026","SANDUMA","SANDUR MANG & IRON ORES L","100"
"02-JAN-2026","SBICARD","SBI CARDS & PAY SER LTD","1,561"
"02-JAN-2026","SBIN","STATE BANK OF INDIA","1,115"
"02-JAN-2026","SJVN","SJVN","500"
"02-JAN-2026","SONACOMS","SONA BLW PRECISION FRGS L","82"
"02-JAN-2026","SUZLON","SUZLON ENERGY LIMITED","53"
"02-JAN-2026","TATACAP","TATA CAPITAL LIMITED","35"
"02-JAN-2026","TATAELXSI","TATA ELXSI LIMITED       ","15"
"02-JAN-2026","TATATECH","TATA TECHNOLOGIES LIMITED","122"
"02-JAN-2026","TRENT","TRENT LIMITED","3"
"02-JAN-2026","TTML","TATA TELESERV(MAHARASTRA)","41"
"02-JAN-2026","ULTRACEMCO","ULTRATECH CEMENT LIMITED","1,129"
"02-JAN-2026","VBL","VARUN BEVERAGES LIMITED    ","137"
"02-JAN-2026","VEDL","VEDANTA LIMITED","25"
"02-JAN-2026","VENUSPIPES","VENUS PIPES & TUBES LTD","93"
"02-JAN-2026","VOLTAS","VOLTAS LTD","75"
"02-JAN-2026","WENDT","WENDT (INDIA) LIMITED","10"
"05-JAN-2026","ADANIENSOL","ADANI ENERGY SOLUTION LTD","95"
"05-JAN-2026","ADANIENT","ADANI ENTERPRISES LIMITED","32"
"05-JAN-2026","ADANIGREEN","ADANI GREEN ENERGY LTD","285"
"05-JAN-2026","ADANIPORTS","ADANI PORT & SEZ LTD","20"
"05-JAN-2026","AMBER","AMBER ENTERPRISES (I) LTD","250"
"05-JAN-2026","AMBUJACEM","AMBUJA CEMENTS LTD","350"
"05-JAN-2026","ANGELONE","ANGEL ONE LTD","25"
"05-JAN-2026","ASHOKLEY","ASHOK LEYLAND LTD","1"
"05-JAN-2026","BAJAJ-AUTO","BAJAJ AUTO LIMITED","5"
"05-JAN-2026","BAJAJHFL","BAJAJ HOUSING FINANCE LTD","400"
"05-JAN-2026","BANDHANBNK","BANDHAN BANK LIMITED","2,486"
"05-JAN-2026","BANKINDIA","BANK OF INDIA","399"
"05-JAN-2026","BEL","BHARAT ELECTRONICS LTD","110"
"05-JAN-2026","BHEL","BHEL","66"
"05-JAN-2026","BOSCHLTD","BOSCH LIMITED","5"
"05-JAN-2026","BSE","BSE LIMITED","48"
"05-JAN-2026","CAMS","COMPUTER AGE MGMT SER LTD","130"
"05-JAN-2026","CANBK","CANARA BANK","1,143"
"05-JAN-2026","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","39"
"05-JAN-2026","COALINDIA","COALINDIA","127"
"05-JAN-2026","CSBBANK","CSBBANK","800"
"05-JAN-2026","CUPID","CUPID LIMITED","500"
"05-JAN-2026","EMCURE","EMCURE PHARMACEUTICALS L","14"
"05-JAN-2026","ETERNAL","ETERNAL LIMITED","250"
"05-JAN-2026","GRASIM","GRASIM INDUSTRIES LTD","1"
"05-JAN-2026","GREAVESCOT","GREAVES COTTON LTD","9"
"05-JAN-2026","HCC","HINDUSTAN CONSTRUCTION CO","6,150"
"05-JAN-2026","HCLTECH","HCL TECHNOLOGIES LTD","4"
"05-JAN-2026","HINDALCO","HINDALCO  INDUSTRIES  LTD","5"
"05-JAN-2026","HUDCO","HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED","88"
"05-JAN-2026","ICICIBANK","ICICI BANK LTD.","4,957"
"05-JAN-2026","IDEA","IDEA CELLULAR LIMITED","11,962"
"05-JAN-2026","IDFCFIRSTB","IDFC FIRST BANK LIMI","1,174"
"05-JAN-2026","IEX","INDIAN ENERGY EXCHANGE LIMITED","1,785"
"05-JAN-2026","IIFL","IIFL HOLDINGS LIMITED","1"
"05-JAN-2026","INDUSINDBK","INDUSIND BANK LIMITED","10"
"05-JAN-2026","IOB","INDIAN OVERSEAS BANK","500"
"05-JAN-2026","IREDA","INDIAN RENEWABLE ENERGY","1,451"
"05-JAN-2026","IRFC","IRFC","881"
"05-JAN-2026","ITC","ITC LTD","500"
"05-JAN-2026","JAMNAAUTO","JAMNA AUTO IND LTD       ","498"
"05-JAN-2026","JSWCEMENT","JSW CEMENT LIMITED","300"
"05-JAN-2026","JYOTISTRUC","JYOTI STRUCTURES LTD","3,000"
"05-JAN-2026","KITEX","KITEX GARMENTS LTD       ","1"
"05-JAN-2026","KOTAKBANK","KOTAK MAHINDRA BANK LTD","10"
"05-JAN-2026","LICI","LIFE INSURA CORP OF INDIA","391"
"05-JAN-2026","LIQUID","MIRAEAMC - LIQUID","3,280"
"05-JAN-2026","MARUTI","MARUTI SUZUKI INDIA LTD.","80"
"05-JAN-2026","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","14"
"05-JAN-2026","MCX","MULTI COMMODITY EXCHANGE OF INDIA LIMITED","14"
"05-JAN-2026","METALIETF","ICICIPRAMC - METALIETF","18,020"
"05-JAN-2026","MIDHANI","MIDHANI","650"
"05-JAN-2026","MTARTECH","MTAR TECHNOLOGIES LIMITED","1"
"05-JAN-2026","MUTHOOTFIN","MUTHOOT FINANCE LIMITED","21"
"05-JAN-2026","NBCC","NATIONAL BUILDINGS LTD   ","3,954"
"05-JAN-2026","NESTLEIND","NESTLE INDIA LIMITED","936"
"05-JAN-2026","NETWEB","NETWEB TECH INDIA LTD","1,600"
"05-JAN-2026","NHPC","NHPC LTD","1,667"
"05-JAN-2026","NMDC","NMDC LTD.","630"
"05-JAN-2026","NTPC","NTPC LTD","27"
"05-JAN-2026","OLAELEC","OLA ELECTRIC MOBILITY LTD","300"
"05-JAN-2026","OPTIEMUS","OPTIEMUS INFRACOM LTD","2"
"05-JAN-2026","PNB","PUNJAB NATIONAL BANK","1,278"
"05-JAN-2026","PNBHOUSING","PNB HOUSING FIN LTD.   ","39"
"05-JAN-2026","PPLPHARMA","PIRAMAL PHARMA LIMITED","444"
"05-JAN-2026","PREMIERENE","PREMIER ENERGIES LIMITED","5,750"
"05-JAN-2026","PRESTIGE","PRESTIGE ESTATES PROJECTS LIMITED","182"
"05-JAN-2026","RAJESHEXPO","RAJESH EXPORTS LTD","1,419"
"05-JAN-2026","RBLBANK","RBL BANK LIMITED    ","192"
"05-JAN-2026","RELIANCE","RELIANCE INDUSTRIES LTD","64"
"05-JAN-2026","RVNL","RVNL","10"
"05-JAN-2026","SAIL","STEEL AUTHORITY OF INDIA","814"
"05-JAN-2026","SAMHI","SAMHI HOTELS LIMITED","1"
"05-JAN-2026","SAMMAANCAP","SAMMAAN CAPITAL LIMITED","1,477"
"05-JAN-2026","SARDAEN","SARDA ENERGY & MIN LTD","2"
"05-JAN-2026","SBIN","STATE BANK OF INDIA","53"
"05-JAN-2026","SHRIRAMFIN","SHRIRAM FINANCE LIMITED","50"
"05-JAN-2026","SOLARINDS","SOLAR INDUSTRIES (I) LTD","1"
"05-JAN-2026","SUZLON","SUZLON ENERGY LIMITED","1"
"05-JAN-2026","TATAELXSI","TATA ELXSI LIMITED       ","9"
"05-JAN-2026","TATASTEEL","TATA STEEL LIMITED","1"
"05-JAN-2026","TATATECH","TATA TECHNOLOGIES LIMITED","120"
"05-JAN-2026","TFCILTD","TOURISM FINANCE CORP.","5,29,527"
"05-JAN-2026","TMB","TAMILNAD MERCA BANK LTD","400"
"05-JAN-2026","UCOBANK","UCO BANK","15,000"
"05-JAN-2026","UJJIVANSFB","UJJIVAN SMALL FINANC BANK","1"
"05-JAN-2026","ULTRACEMCO","ULTRATECH CEMENT LIMITED","100"
"05-JAN-2026","URBANCO","URBAN COMPANY LIMITED","2"
"05-JAN-2026","VEDL","VEDANTA LIMITED","35"
"05-JAN-2026","VIPIND","VIP INDUSTRIES LTD","130"
"05-JAN-2026","ZENTEC","ZEN TECHNOLOGIES LIMITED","22"
"06-JAN-2026","ADANIENSOL","ADANI ENERGY SOLUTION LTD","266"
"06-JAN-2026","ADANIENT","ADANI ENTERPRISES LIMITED","8"
"06-JAN-2026","ADANIGREEN","ADANI GREEN ENERGY LTD","570"
"06-JAN-2026","ANGELONE","ANGEL ONE LTD","202"
"06-JAN-2026","ATHERENERG","ATHER ENERGY LIMITED","501"
"06-JAN-2026","BAJAJ-AUTO","BAJAJ AUTO LIMITED","5,700"
"06-JAN-2026","BANDHANBNK","BANDHAN BANK LIMITED","5"
"06-JAN-2026","BANKINDIA","BANK OF INDIA","264"
"06-JAN-2026","BEL","BHARAT ELECTRONICS LTD","2"
"06-JAN-2026","BHEL","BHEL","528"
"06-JAN-2026","BSE","BSE LIMITED","262"
"06-JAN-2026","CAMS","COMPUTER AGE MGMT SER LTD","146"
"06-JAN-2026","CANBK","CANARA BANK","1,071"
"06-JAN-2026","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","523"
"06-JAN-2026","CUPID","CUPID LIMITED","1"
"06-JAN-2026","DEEPAKNTR","DEEPAK NITRITE LIMITED","1"
"06-JAN-2026","DELHIVERY","DELHIVERY LIMITED","155"
"06-JAN-2026","DEVYANI","DEVYANI INTERNATIONAL LTD","1"
"06-JAN-2026","DIVISLAB","DIVI'S LABORATORIES LTD","104"
"06-JAN-2026","DIXON","DIXON TECHNO (INDIA) LTD","32"
"06-JAN-2026","FORTIS","FORTIS HEALTHCARE (I) LTD","1"
"06-JAN-2026","GSEC5IETF","ICICIPRAMC - ICICI5GSEC","11"
"06-JAN-2026","HAL","HINDUSTAN AERONAUTICS LTD","8"
"06-JAN-2026","HAVELLS","HAVELLS INDIA LIMITED","3"
"06-JAN-2026","HDFCLIFE","HDFC STANDARD LIFE INSURANCE COMPANY LIMITED","3"
"06-JAN-2026","HINDALCO","HINDALCO  INDUSTRIES  LTD","105"
"06-JAN-2026","HINDCOPPER","HINDUSTAN COPPER LIMITED","100"
"06-JAN-2026","HINDPETRO","HINDUSTAN PETROLEUM CORP","1"
"06-JAN-2026","HINDUNILVR","HINDUSTAN UNILEVER LTD.","41,100"
"06-JAN-2026","HUDCO","HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED","176"
"06-JAN-2026","ICICIBANK","ICICI BANK LTD.","421"
"06-JAN-2026","IDEA","IDEA CELLULAR LIMITED","3,509"
"06-JAN-2026","IDFCFIRSTB","IDFC FIRST BANK LIMI","704"
"06-JAN-2026","IEX","INDIAN ENERGY EXCHANGE LIMITED","3,415"
"06-JAN-2026","INDIGO","INTERGLOBE AVIATION LTD  ","1"
"06-JAN-2026","INDUSINDBK","INDUSIND BANK LIMITED","26"
"06-JAN-2026","IRCTC","INDIAN RAIL TOUR CORP LTD","200"
"06-JAN-2026","IREDA","INDIAN RENEWABLE ENERGY","1,705"
"06-JAN-2026","IRFC","IRFC","5,584"
"06-JAN-2026","JYOTISTRUC","JYOTI STRUCTURES LTD","3,000"
"06-JAN-2026","KALYANKJIL","KALYAN JEWELLERS IND LTD","39"
"06-JAN-2026","KOTAKBANK","KOTAK MAHINDRA BANK LTD","10"
"06-JAN-2026","LENSKART","LENSKART SOLUTIONS LTD","3,685"
"06-JAN-2026","LICI","LIFE INSURA CORP OF INDIA","207"
"06-JAN-2026","LUPIN","LUPIN LIMITED","830"
"06-JAN-2026","MARUTI","MARUTI SUZUKI INDIA LTD.","56"
"06-JAN-2026","MAZDOCK","MAZAGON DOCK SHIPBUIL LTD","60"
"06-JAN-2026","MEESHO","MEESHO LIMITED","310"
"06-JAN-2026","MTARTECH","MTAR TECHNOLOGIES LIMITED","1"
"06-JAN-2026","MUTHOOTFIN","MUTHOOT FINANCE LIMITED","15"
"06-JAN-2026","NATIONALUM","NATIONAL ALUMINIUM CO LTD","7,433"
"06-JAN-2026","NBCC","NATIONAL BUILDINGS LTD   ","1,011"
"06-JAN-2026","NETWEB","NETWEB TECH INDIA LTD","2,600"
"06-JAN-2026","NFL","NATIONAL FERT. LTD","1"
"06-JAN-2026","NYKAA","FSN E COMMERCE VENTURES","200"
"06-JAN-2026","OLAELEC","OLA ELECTRIC MOBILITY LTD","1,150"
"06-JAN-2026","PNB","PUNJAB NATIONAL BANK","50"
"06-JAN-2026","PNBHOUSING","PNB HOUSING FIN LTD.   ","159"
"06-JAN-2026","POWERINDIA","ABB POWER PRO N SYS IND L","5"
"06-JAN-2026","PREMEXPLN","PREMIER EXPLOSIVES LTD","6"
"06-JAN-2026","PREMIERENE","PREMIER ENERGIES LIMITED","450"
"06-JAN-2026","REDINGTON","REDINGTON (INDIA) LTD.","1,000"
"06-JAN-2026","RELIANCE","RELIANCE INDUSTRIES LTD","54"
"06-JAN-2026","RRKABEL","R R KABEL LIMITED","10"
"06-JAN-2026","SAIL","STEEL AUTHORITY OF INDIA","4,935"
"06-JAN-2026","SAMMAANCAP","SAMMAAN CAPITAL LIMITED","2,658"
"06-JAN-2026","SBIN","STATE BANK OF INDIA","4"
"06-JAN-2026","SOLARINDS","SOLAR INDUSTRIES (I) LTD","1"
"06-JAN-2026","SOUTHBANK","THE SOUTH INDIAN BANK LTD","3,900"
"06-JAN-2026","STAR","STRIDES ARCOLAB LIMITED","100"
"06-JAN-2026","SWIGGY","SWIGGY LIMITED","1,17,001"
"06-JAN-2026","TATACONSUM","TATA CONSUMER PRODUCT","1,260"
"06-JAN-2026","TATAELXSI","TATA ELXSI LIMITED       ","33"
"06-JAN-2026","TATAPOWER","TATA POWER CO LTD","204"
"06-JAN-2026","TATASTEEL","TATA STEEL LIMITED","10"
"06-JAN-2026","TATATECH","TATA TECHNOLOGIES LIMITED","176"
"06-JAN-2026","TCS","TATA CONSULTANCY SERV LT","56"
"06-JAN-2026","TIMETECHNO","TIME TECHNOPLAST LIMITED","1"
"06-JAN-2026","TITAN","TITAN INDUSTRIES LTD","5"
"06-JAN-2026","TRENT","TRENT LIMITED","600"
"06-JAN-2026","TVSMOTOR","TVS MOTOR COMPANY  LTD","2"
"06-JAN-2026","UJJIVANSFB","UJJIVAN SMALL FINANC BANK","1"
"06-JAN-2026","VBL","VARUN BEVERAGES LIMITED    ","300"
"06-JAN-2026","VEDL","VEDANTA LIMITED","25"
"06-JAN-2026","VGUARD","V-GUARD IND LTD.    ","2,500"
"06-JAN-2026","VOLTAS","VOLTAS LTD","10"
"06-JAN-2026","WAAREEENER","WAAREE ENERGIES LIMITED","190"
"06-JAN-2026","ZEEL","ZEE ENTERTAINMENT ENT LTD","3"
"07-JAN-2026","ADANIENSOL","ADANI ENERGY SOLUTION LTD","171"
"07-JAN-2026","ADANIENT","ADANI ENTERPRISES LIMITED","96"
"07-JAN-2026","ADANIGREEN","ADANI GREEN ENERGY LTD","133"
"07-JAN-2026","ANGELONE","ANGEL ONE LTD","64"
"07-JAN-2026","ASAHIINDIA","ASAHI INDIA GLASS LIMITED","1"
"07-JAN-2026","ASIANPAINT","ASIAN PAINTS LIMITED","2,750"
"07-JAN-2026","BAJAJ-AUTO","BAJAJ AUTO LIMITED","11"
"07-JAN-2026","BANDHANBNK","BANDHAN BANK LIMITED","816"
"07-JAN-2026","BANKINDIA","BANK OF INDIA","132"
"07-JAN-2026","BDL","BHARAT DYNAMICS LIMITED","49"
"07-JAN-2026","BHEL","BHEL","392"
"07-JAN-2026","BIOCON","BIOCON LIMITED.","9"
"07-JAN-2026","BSE","BSE LIMITED","125"
"07-JAN-2026","CAMS","COMPUTER AGE MGMT SER LTD","225"
"07-JAN-2026","CANBK","CANARA BANK","386"
"07-JAN-2026","CARERATING","CARE LIMITED","25"
"07-JAN-2026","CDSL","CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED","273"
"07-JAN-2026","COALINDIA","COALINDIA","1"
"07-JAN-2026","CUMMINSIND","CUMMINS INDIA LTD","10"
"07-JAN-2026","CUPID","CUPID LIMITED","524"
"07-JAN-2026","DIXON","DIXON TECHNO (INDIA) LTD","5"
"07-JAN-2026","ECLERX","ECLERX SERVICES LTD ","50"
"07-JAN-2026","ELECON","ELECON ENG. CO. LTD","201"
"07-JAN-2026","EMMVEE","EMMVEE PHOTOVOLTAIC PWR L","100"
"07-JAN-2026","GROWW","BILLIONBRAINS GARAGE VN L","50"
"07-JAN-2026","HAL","HINDUSTAN AERONAUTICS LTD","84"
"07-JAN-2026","HUDCO","HOUSING & URBAN DEVELOPMENT CORPORATION LIMITED","350"
"07-JAN-2026","HYUNDAI","HYUNDAI MOTOR INDIA LTD","5"
"07-JAN-2026","ICICIBANK","ICICI BANK LTD.","20"
"07-JAN-2026","IDEA","IDEA CELLULAR LIMITED","36,684"
"07-JAN-2026","IDFCFIRSTB","IDFC FIRST BANK LIMI","935"
"07-JAN-2026","IEX","INDIAN ENERGY EXCHANGE LIMITED","132"
"07-JAN-2026","IMFA","INDIAN METALS & FERRO","600"
"07-JAN-2026","INDIGO","INTERGLOBE AVIATION LTD  ","50"
"07-JAN-2026","INFY","INFOSYS TECHNOLOGIES LTD","3"
"07-JAN-2026","IOC","INDIAN OIL CORP LTD","65"
"07-JAN-2026","IREDA","INDIAN RENEWABLE ENERGY","3,301"
"07-JAN-2026","IRFC","IRFC","4,063"
"07-JAN-2026","ITC","ITC LTD","9"
"07-JAN-2026","JAMNAAUTO","JAMNA AUTO IND LTD       ","358"
"07-JAN-2026","KEI","KEI INDUSTRIES LTD.      ","5"
"07-JAN-2026","KFINTECH","KFIN TECHNOLOGIES LIMITED","3,000"
"07-JAN-2026","KOTAKBANK","KOTAK MAHINDRA BANK LTD","6"
"07-JAN-2026","LICI","LIFE INSURA CORP OF INDIA","253"
"07-JAN-2026","LTIM","LTIMINDTREE LIMITED","1"
